確定病名,發病年份,發病月份,縣市,性別,是否為境外移入,年齡層,確定病例數
流感併發症,2013,3,高雄市,M,否,25-29,1
流感併發症,2013,3,高雄市,M,否,55-59,1
流感併發症,2013,3,新北市,F,否,5-9,1
流感併發症,2013,3,新北市,F,否,15-19,1
流感併發症,2013,3,新北市,F,否,70+,1
流感併發症,2013,3,新北市,M,否,35-39,1
流感併發症,2013,3,新北市,M,否,55-59,1
流感併發症,2013,3,新北市,M,否,70+,1
流感併發症,2013,3,新北市,M,否,70+,1
流感併發症,2013,3,新竹市,F,否,70+,1
流感併發症,2013,3,新竹縣,M,否,10-14,1
流感併發症,2013,3,新竹縣,M,否,45-49,1
流感併發症,2013,3,嘉義縣,M,否,50-54,1
流感併發症,2013,3,彰化縣,M,否,50-54,1
流感併發症,2013,3,彰化縣,M,否,55-59,1
流感併發症,2013,3,台北市,F,否,15-19,1
流感併發症,2013,3,台北市,F,否,20-24,1
流感併發症,2013,3,台北市,F,否,45-49,1
流感併發症,2013,3,台北市,M,否,45-49,1
流感併發症,2013,3,台東縣,F,否,65-69,1
流感併發症,2013,3,宜蘭縣,M,否,40-44,1
流感併發症,2013,3,南投縣,F,否,5-9,1
流感併發症,2013,3,南投縣,F,否,70+,2
流感併發症,2013,3,屏東縣,M,否,70+,1
流感併發症,2013,3,苗栗縣,F,否,40-44,1
流感併發症,2013,3,桃園縣,M,否,70+,1
流感併發症,2013,3,高雄市,F,否,50-54,1
流感併發症,2013,3,高雄市,M,否,0,1
流感併發症,2013,3,高雄市,M,否,55-59,1
流感併發症,2013,3,雲林縣,M,否,5-9,1
流感併發症,2013,3,新北市,F,否,30-34,1
流感併發症,2013,3,新北市,F,否,50-54,2
流感併發症,2013,3,新北市,F,否,65-69,1
流感併發症,2013,3,新北市,M,否,0,1
流感併發症,2013,3,新北市,M,否,3,1
流感併發症,2013,3,新北市,M,否,70+,1
流感併發症,2013,3,嘉義縣,M,否,55-59,1
流感併發症,2013,3,彰化縣,M,否,65-69,1
流感併發症,2013,3,彰化縣,M,是,60-64,1
流感併發症,2013,3,台中市,M,否,70+,1
流感併發症,2013,3,台北市,F,否,70+,1
流感併發症,2013,3,台北市,M,否,50-54,1
流感併發症,2013,3,台北市,M,否,70+,1
流感併發症,2013,3,台北市,M,否,70+,2
流感併發症,2013,3,台東縣,M,否,65-69,1
流感併發症,2013,3,台南市,F,否,50-54,1
流感併發症,2013,3,台南市,F,否,55-59,1
流感併發症,2013,3,台南市,M,否,20-24,1
流感併發症,2013,3,台南市,M,否,70+,1
流感併發症,2013,3,宜蘭縣,M,否,50-54,1
流感併發症,2013,3,南投縣,M,否,55-59,1
流感併發症,2013,3,苗栗縣,M,否,35-39,1
流感併發症,2013,3,桃園縣,F,否,4,1
流感併發症,2013,3,桃園縣,M,否,70+,1
流感併發症,2013,3,桃園縣,M,否,70+,1
流感併發症,2013,3,高雄市,F,否,70+,1
流感併發症,2013,3,高雄市,M,否,35-39,1
流感併發症,2013,3,高雄市,M,否,60-64,1
流感併發症,2013,3,高雄市,M,否,70+,1
流感併發症,2013,3,新北市,F,否,25-29,1
流感併發症,2013,3,新北市,F,否,25-29,1
流感併發症,2013,3,新北市,F,否,60-64,1
流感併發症,2013,3,新北市,F,否,70+,1
流感併發症,2013,3,新北市,F,否,70+,1
流感併發症,2013,3,新北市,F,否,70+,1
流感併發症,2013,3,新北市,M,否,25-29,1
流感併發症,2013,3,新北市,M,否,35-39,1
流感併發症,2013,3,新北市,M,否,50-54,2
流感併發症,2013,3,新北市,M,否,55-59,2
流感併發症,2013,3,新北市,M,否,65-69,1
流感併發症,2013,3,新北市,M,否,70+,1
流感併發症,2013,3,新竹市,M,否,70+,1
流感併發症,2013,3,新竹縣,F,否,5-9,1
流感併發症,2013,3,嘉義縣,M,否,65-69,1
流感併發症,2013,3,彰化縣,M,否,55-59,2
流感併發症,2013,3,彰化縣,M,否,60-64,1
流感併發症,2013,3,彰化縣,M,否,70+,1
流感併發症,2013,4,台中市,M,否,0,1
流感併發症,2013,4,台中市,M,否,40-44,1
流感併發症,2013,4,台中市,M,否,60-64,1
流感併發症,2013,4,台北市,F,否,20-24,1
流感併發症,2013,4,台北市,F,否,40-44,1
流感併發症,2013,4,台北市,F,否,65-69,1
流感併發症,2013,4,台北市,F,否,65-69,1
流感併發症,2013,4,台北市,M,否,3,1
流感併發症,2013,4,台北市,M,否,70+,1
流感併發症,2013,4,台東縣,F,否,70+,1
流感併發症,2013,4,台南市,F,否,5-9,1
流感併發症,2013,4,台南市,M,否,35-39,1
流感併發症,2013,4,台南市,M,否,40-44,1
流感併發症,2013,4,花蓮縣,F,否,55-59,1
流感併發症,2013,4,南投縣,M,否,65-69,1
流感併發症,2013,4,屏東縣,M,否,25-29,1
流感併發症,2013,4,屏東縣,M,否,50-54,1
流感併發症,2013,4,桃園縣,M,否,65-69,1
流感併發症,2013,4,桃園縣,M,否,70+,2
流感併發症,2013,4,高雄市,F,否,35-39,1
流感併發症,2013,4,高雄市,F,否,45-49,1
流感併發症,2013,4,高雄市,M,否,40-44,1
流感併發症,2013,4,高雄市,M,否,50-54,1
流感併發症,2013,4,高雄市,M,否,65-69,1
流感併發症,2013,4,雲林縣,M,否,40-44,1
流感併發症,2013,4,雲林縣,M,否,65-69,1
流感併發症,2013,4,新北市,F,否,30-34,1
流感併發症,2013,4,新北市,F,否,30-34,1
流感併發症,2013,4,新北市,F,否,40-44,1
流感併發症,2013,4,新北市,F,否,50-54,1
流感併發症,2013,4,新北市,F,否,55-59,1
流感併發症,2013,4,新北市,F,否,70+,2
流感併發症,2013,4,新北市,F,否,70+,1
流感併發症,2013,4,新北市,M,否,60-64,1
流感併發症,2013,4,新北市,M,否,65-69,1
流感併發症,2013,4,彰化縣,F,否,40-44,1
流感併發症,2013,4,彰化縣,F,否,50-54,1
流感併發症,2013,4,彰化縣,F,否,70+,1
流感併發症,2013,4,彰化縣,M,否,55-59,1
流感併發症,2013,4,彰化縣,M,否,70+,1
流感併發症,2013,4,台北市,F,否,30-34,1
流感併發症,2013,4,台北市,M,否,35-39,1
流感併發症,2013,4,台北市,M,否,50-54,1
流感併發症,2013,4,台北市,M,否,60-64,1
流感併發症,2013,4,台東縣,F,否,65-69,1
流感併發症,2013,4,台南市,M,否,55-59,1
流感併發症,2013,4,台南市,M,否,55-59,1
流感併發症,2013,4,宜蘭縣,M,否,65-69,1
流感併發症,2013,4,南投縣,M,否,70+,1
流感併發症,2013,4,苗栗縣,M,否,70+,1
流感併發症,2013,4,桃園縣,M,否,3,1
流感併發症,2013,4,桃園縣,M,否,70+,1
流感併發症,2013,4,高雄市,F,否,55-59,1
流感併發症,2013,4,高雄市,F,否,65-69,1
流感併發症,2013,4,高雄市,M,否,40-44,1
流感併發症,2013,4,雲林縣,M,否,35-39,1
流感併發症,2013,4,雲林縣,M,否,70+,1
流感併發症,2013,4,雲林縣,M,否,70+,1
流感併發症,2013,4,新北市,F,否,35-39,1
流感併發症,2013,4,新北市,F,否,45-49,1
流感併發症,2013,4,新北市,F,否,50-54,2
流感併發症,2013,4,新北市,F,否,60-64,3
流感併發症,2013,4,新北市,F,否,60-64,1
流感併發症,2013,4,新北市,F,否,70+,1
流感併發症,2013,4,新北市,M,否,15-19,1
流感併發症,2013,4,新北市,M,否,30-34,2
流感併發症,2013,4,新北市,M,否,70+,1
流感併發症,2013,4,新竹縣,M,否,70+,1
流感併發症,2013,4,嘉義市,F,否,70+,1
流感併發症,2013,4,嘉義縣,F,否,70+,1
流感併發症,2013,4,嘉義縣,M,否,10-14,1
流感併發症,2013,4,嘉義縣,M,否,65-69,1
流感併發症,2013,4,嘉義縣,M,否,70+,1
流感併發症,2013,4,彰化縣,F,否,25-29,1
流感併發症,2013,4,彰化縣,F,否,70+,1
流感併發症,2013,4,彰化縣,M,否,25-29,1
流感併發症,2013,4,台中市,F,否,40-44,1
流感併發症,2013,4,台中市,F,否,55-59,1
流感併發症,2013,4,台中市,M,否,5-9,1
流感併發症,2013,4,台中市,M,否,65-69,1
流感併發症,2013,4,台中市,M,否,70+,1
流感併發症,2013,4,台北市,F,否,25-29,1
流感併發症,2013,4,台北市,F,否,70+,1
流感併發症,2013,4,台北市,M,否,70+,1
流感併發症,2013,4,台北市,M,否,70+,1
流感併發症,2013,4,台北市,M,否,70+,1
流感併發症,2013,4,台南市,F,否,5-9,1
流感併發症,2013,4,台南市,F,否,35-39,2
流感併發症,2013,4,台南市,F,否,70+,1
流感併發症,2013,4,花蓮縣,F,否,4,1
流感併發症,2013,4,南投縣,F,否,30-34,1
流感併發症,2013,4,南投縣,F,否,70+,1
流感併發症,2013,4,屏東縣,F,否,25-29,1
流感併發症,2013,4,屏東縣,M,否,60-64,1
流感併發症,2013,4,苗栗縣,F,否,50-54,1
流感併發症,2013,4,苗栗縣,F,否,55-59,1
流感併發症,2013,4,苗栗縣,F,否,70+,1
流感併發症,2013,4,桃園縣,M,否,0,1
流感併發症,2013,4,桃園縣,M,否,5-9,1
流感併發症,2013,4,桃園縣,M,否,55-59,1
流感併發症,2013,4,高雄市,F,否,45-49,1
流感併發症,2013,4,高雄市,F,否,50-54,1
流感併發症,2013,4,高雄市,F,否,60-64,1
流感併發症,2013,4,高雄市,M,否,35-39,1
流感併發症,2013,4,高雄市,M,否,55-59,1
流感併發症,2013,4,雲林縣,M,否,25-29,1
流感併發症,2013,4,雲林縣,M,否,70+,1
流感併發症,2013,4,新北市,F,否,15-19,2
流感併發症,2013,4,新北市,F,否,25-29,1
流感併發症,2013,4,新北市,F,否,50-54,1
流感併發症,2013,4,新北市,F,否,55-59,1
流感併發症,2013,4,新北市,F,否,70+,1
流感併發症,2013,4,新北市,F,否,70+,1
流感併發症,2013,4,新北市,M,否,10-14,1
流感併發症,2013,4,新北市,M,否,25-29,1
流感併發症,2013,4,新北市,M,否,55-59,2
流感併發症,2013,4,新北市,M,否,70+,1
流感併發症,2013,4,新北市,M,否,70+,1
流感併發症,2013,4,新北市,M,否,70+,1
流感併發症,2013,4,新竹縣,M,否,5-9,1
流感併發症,2013,4,嘉義縣,M,否,10-14,1
流感併發症,2013,4,彰化縣,F,否,45-49,1
流感併發症,2013,4,彰化縣,M,否,45-49,1
流感併發症,2013,4,台北市,F,否,50-54,1
流感併發症,2013,4,台北市,F,否,70+,1
流感併發症,2013,4,台北市,F,是,25-29,1
流感併發症,2013,4,台北市,M,否,25-29,1
流感併發症,2013,4,台北市,M,否,45-49,1
流感併發症,2013,4,台北市,M,否,70+,1
流感併發症,2013,4,台東縣,F,否,70+,1
流感併發症,2013,4,台東縣,M,否,70+,1
流感併發症,2013,4,台南市,F,否,65-69,1
流感併發症,2013,4,花蓮縣,M,否,2,1
流感併發症,2013,4,南投縣,F,否,20-24,1
流感併發症,2013,4,南投縣,F,否,40-44,1
流感併發症,2013,4,南投縣,M,否,0,1
流感併發症,2013,4,南投縣,M,否,70+,1
流感併發症,2013,4,屏東縣,F,否,40-44,1
流感併發症,2013,4,屏東縣,M,否,50-54,1
流感併發症,2013,4,苗栗縣,M,否,60-64,1
流感併發症,2013,4,高雄市,F,否,30-34,1
流感併發症,2013,4,高雄市,F,否,55-59,1
流感併發症,2013,4,高雄市,F,否,60-64,1
流感併發症,2013,4,高雄市,F,否,60-64,2
流感併發症,2013,4,高雄市,M,否,35-39,1
流感併發症,2013,4,雲林縣,M,否,30-34,1
流感併發症,2013,4,新北市,F,否,35-39,1
流感併發症,2013,4,新北市,F,否,40-44,1
流感併發症,2013,4,新北市,F,否,65-69,1
流感併發症,2013,4,新北市,F,否,70+,1
流感併發症,2013,4,新北市,F,否,70+,2
流感併發症,2013,4,新北市,F,否,70+,2
流感併發症,2013,4,新北市,M,否,25-29,1
流感併發症,2013,4,新北市,M,否,40-44,1
流感併發症,2013,4,新北市,M,否,60-64,1
流感併發症,2013,4,新北市,M,否,70+,1
流感併發症,2013,4,新竹縣,F,否,70+,1
流感併發症,2013,4,新竹縣,M,否,70+,1
流感併發症,2013,4,嘉義縣,M,否,10-14,1
流感併發症,2013,4,嘉義縣,M,否,50-54,1
流感併發症,2013,4,嘉義縣,M,否,55-59,1
流感併發症,2013,5,台北市,F,否,35-39,1
流感併發症,2013,5,台北市,M,否,5-9,1
流感併發症,2013,5,台北市,M,否,20-24,1
流感併發症,2013,5,台北市,M,否,25-29,1
流感併發症,2013,5,台北市,M,否,30-34,1
流感併發症,2013,5,台北市,M,否,70+,2
流感併發症,2013,5,台東縣,F,否,70+,1
流感併發症,2013,5,台東縣,M,否,40-44,1
流感併發症,2013,5,台東縣,M,否,60-64,1
流感併發症,2013,5,台南市,F,否,30-34,1
流感併發症,2013,5,台南市,F,否,65-69,1
流感併發症,2013,5,台南市,F,否,70+,1
流感併發症,2013,5,台南市,M,否,70+,1
流感併發症,2013,5,台南市,M,否,70+,1
流感併發症,2013,5,宜蘭縣,F,否,70+,1
流感併發症,2013,5,花蓮縣,F,否,10-14,1
流感併發症,2013,5,花蓮縣,M,否,4,1
流感併發症,2013,5,南投縣,F,否,55-59,1
流感併發症,2013,5,屏東縣,F,否,5-9,2
流感併發症,2013,5,屏東縣,M,否,45-49,1
流感併發症,2013,5,苗栗縣,M,否,35-39,1
流感併發症,2013,5,高雄市,F,否,40-44,1
流感併發症,2013,5,高雄市,F,否,60-64,1
流感併發症,2013,5,雲林縣,M,否,60-64,1
流感併發症,2013,5,新北市,F,否,10-14,1
流感併發症,2013,5,新北市,F,否,20-24,1
流感併發症,2013,5,新北市,F,否,25-29,1
流感併發症,2013,5,新北市,F,否,35-39,1
流感併發症,2013,5,新北市,F,否,40-44,1
流感併發症,2013,5,新北市,F,否,50-54,1
流感併發症,2013,5,新北市,F,否,55-59,1
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,M,否,5-9,1
流感併發症,2013,5,新北市,M,否,10-14,1
流感併發症,2013,5,新北市,M,否,70+,1
流感併發症,2013,5,嘉義縣,F,否,10-14,1
流感併發症,2013,5,彰化縣,F,否,35-39,1
流感併發症,2013,5,彰化縣,M,否,50-54,1
流感併發症,2013,5,彰化縣,M,否,60-64,1
流感併發症,2013,5,台中市,M,否,20-24,1
流感併發症,2013,5,台中市,M,否,35-39,1
流感併發症,2013,5,台中市,M,否,40-44,1
流感併發症,2013,5,台北市,F,否,15-19,1
流感併發症,2013,5,台北市,F,否,60-64,1
流感併發症,2013,5,台北市,F,否,70+,1
流感併發症,2013,5,台北市,M,否,35-39,1
流感併發症,2013,5,台北市,M,否,70+,1
流感併發症,2013,5,台東縣,F,否,70+,1
流感併發症,2013,5,台東縣,M,否,60-64,1
流感併發症,2013,5,台東縣,M,否,70+,1
流感併發症,2013,5,台南市,F,否,65-69,1
流感併發症,2013,5,台南市,M,否,60-64,2
流感併發症,2013,5,屏東縣,F,否,20-24,1
流感併發症,2013,5,苗栗縣,M,否,70+,1
流感併發症,2013,5,苗栗縣,M,否,70+,1
流感併發症,2013,5,桃園縣,F,否,70+,1
流感併發症,2013,5,桃園縣,M,否,55-59,1
流感併發症,2013,5,高雄市,F,否,20-24,1
流感併發症,2013,5,高雄市,F,否,40-44,1
流感併發症,2013,5,高雄市,F,否,50-54,1
流感併發症,2013,5,高雄市,F,否,70+,1
流感併發症,2013,5,高雄市,F,否,70+,2
流感併發症,2013,5,高雄市,M,否,60-64,1
流感併發症,2013,5,新北市,F,否,3,1
流感併發症,2013,5,新北市,F,否,35-39,1
流感併發症,2013,5,新北市,F,否,40-44,1
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,M,否,45-49,1
流感併發症,2013,5,新北市,M,否,70+,1
流感併發症,2013,5,新北市,M,否,70+,1
流感併發症,2013,5,彰化縣,M,否,30-34,1
流感併發症,2013,5,澎湖縣,F,否,25-29,1
流感併發症,2013,5,台中市,F,否,70+,1
流感併發症,2013,5,台北市,F,否,60-64,1
流感併發症,2013,5,台北市,F,否,70+,1
流感併發症,2013,5,台北市,F,否,70+,1
流感併發症,2013,5,台北市,M,否,30-34,1
流感併發症,2013,5,台北市,M,否,35-39,1
流感併發症,2013,5,台北市,M,否,45-49,1
流感併發症,2013,5,台北市,M,否,60-64,2
流感併發症,2013,5,台東縣,M,否,60-64,1
流感併發症,2013,5,台南市,F,否,0,1
流感併發症,2013,5,台南市,F,否,30-34,1
流感併發症,2013,5,台南市,M,否,70+,1
流感併發症,2013,5,花蓮縣,F,否,60-64,1
流感併發症,2013,5,南投縣,M,否,45-49,1
流感併發症,2013,5,南投縣,M,否,70+,1
流感併發症,2013,5,南投縣,M,否,70+,1
流感併發症,2013,5,屏東縣,M,否,70+,1
流感併發症,2013,5,高雄市,F,否,5-9,1
流感併發症,2013,5,高雄市,F,否,35-39,1
流感併發症,2013,5,高雄市,F,否,50-54,2
流感併發症,2013,5,雲林縣,M,否,55-59,1
流感併發症,2013,5,雲林縣,M,否,70+,1
流感併發症,2013,5,新北市,F,否,35-39,1
流感併發症,2013,5,新北市,F,否,60-64,1
流感併發症,2013,5,新北市,M,否,4,1
流感併發症,2013,5,新北市,M,否,15-19,1
流感併發症,2013,5,新北市,M,否,40-44,1
流感併發症,2013,5,新北市,M,否,65-69,1
流感併發症,2013,5,新北市,M,否,70+,1
流感併發症,2013,5,新北市,M,否,70+,1
流感併發症,2013,5,新北市,M,否,70+,2
流感併發症,2013,5,新竹縣,F,否,70+,1
流感併發症,2013,5,嘉義縣,M,否,20-24,1
流感併發症,2013,5,彰化縣,F,否,25-29,1
流感併發症,2013,5,彰化縣,F,否,40-44,1
流感併發症,2013,5,彰化縣,F,否,70+,1
流感併發症,2013,5,彰化縣,F,否,70+,1
流感併發症,2013,5,彰化縣,M,否,70+,1
流感併發症,2013,5,台北市,F,否,45-49,1
流感併發症,2013,5,台北市,M,否,15-19,1
流感併發症,2013,5,台北市,M,否,70+,1
流感併發症,2013,5,台東縣,M,否,55-59,1
流感併發症,2013,5,台東縣,M,否,70+,1
流感併發症,2013,5,台南市,F,否,50-54,1
流感併發症,2013,5,台南市,M,否,50-54,1
流感併發症,2013,5,台南市,M,否,55-59,1
流感併發症,2013,5,宜蘭縣,M,否,20-24,1
流感併發症,2013,5,宜蘭縣,M,否,35-39,1
流感併發症,2013,5,花蓮縣,F,否,1,1
流感併發症,2013,5,花蓮縣,M,否,5-9,1
流感併發症,2013,5,花蓮縣,M,否,25-29,1
流感併發症,2013,5,南投縣,F,否,55-59,1
流感併發症,2013,5,南投縣,M,否,70+,1
流感併發症,2013,5,苗栗縣,F,否,70+,1
流感併發症,2013,5,桃園縣,F,否,60-64,3
流感併發症,2013,5,桃園縣,M,否,45-49,1
流感併發症,2013,5,高雄市,M,否,35-39,1
流感併發症,2013,5,高雄市,M,否,55-59,1
流感併發症,2013,5,高雄市,M,否,70+,1
流感併發症,2013,5,基隆市,F,否,70+,1
流感併發症,2013,5,雲林縣,M,否,55-59,1
流感併發症,2013,5,雲林縣,M,否,60-64,1
流感併發症,2013,5,雲林縣,M,否,70+,1
流感併發症,2013,5,新北市,F,否,1,1
流感併發症,2013,5,新北市,F,否,30-34,1
流感併發症,2013,5,新北市,F,否,40-44,1
流感併發症,2013,5,新北市,F,否,70+,2
流感併發症,2013,5,新北市,F,否,70+,1
流感併發症,2013,5,新北市,M,否,15-19,1
流感併發症,2013,5,新北市,M,否,15-19,1
流感併發症,2013,5,新北市,M,否,25-29,1
流感併發症,2013,5,新北市,M,否,55-59,1
流感併發症,2013,6,台中市,F,否,60-64,1
流感併發症,2013,6,台北市,M,否,45-49,1
流感併發症,2013,6,台北市,M,否,50-54,1
流感併發症,2013,6,台北市,M,否,60-64,1
流感併發症,2013,6,台北市,M,否,65-69,1
流感併發症,2013,6,台南市,F,否,40-44,1
流感併發症,2013,6,台南市,M,否,65-69,1
流感併發症,2013,6,花蓮縣,F,否,50-54,1
流感併發症,2013,6,南投縣,F,否,70+,1
